"target_function","core_scope","unique_ioctls_calling_this","ioctl_list","file"
"clip3","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"update_feat_and_flag","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"update_feat_and_flag","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_tiles","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_tiles","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"fill_tile_info","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"fill_tile_info","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"first_tile_row","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"first_tile_row","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"recompute_tile_rc_info","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"recompute_tile_rc_info","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"recompute_tile_info","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"recompute_tile_info","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_ref_registers","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_ref_registers","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_ref","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_ref","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_output","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_output","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"update_ctx_cur_info","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"update_ctx_cur_info","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"update_dec_buf_info","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"update_dec_buf_info","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"get_ref_buf","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"get_ref_buf","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"start_prepare_run","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"start_prepare_run","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"hantro_jpeg_header_assemble","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_jpeg.c"
"hantro_jpeg_header_assemble","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_jpeg.c"
"hantro_h1_jpeg_enc_set_qtable","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_h1_jpeg_enc.c"
"hantro_h1_jpeg_enc_set_qtable","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_h1_jpeg_enc.c"
"hantro_h1_jpeg_enc_set_buffers","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_h1_jpeg_enc.c"
"hantro_h1_jpeg_enc_set_buffers","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_h1_jpeg_enc.c"
"hantro_h1_set_src_img_ctrl","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_h1_jpeg_enc.c"
"hantro_h1_set_src_img_ctrl","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_h1_jpeg_enc.c"
"deduplicate_reflist","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_h264.c"
"deduplicate_reflist","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_h264.c"
"update_dpb","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_h264.c"
"__verify_planes_array_core","2_SubSystem",1,"v4l_dqbuf","videobuf2-v4l2.c"
"v4l2_m2m_ioctl_querybuf","2_SubSystem",1,"v4l_querybuf","v4l2-mem2mem.c"
"validate_av1_segmentation","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"validate_av1_quantization","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"validate_vp9_frame","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"validate_vp9_compressed_hdr","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"validate_vp9_seg_params","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"validate_vp9_quant_params","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"v4l2_m2m_streamoff","2_SubSystem",1,"v4l_streamoff","v4l2-mem2mem.c"
"v4l2_m2m_streamon","2_SubSystem",1,"v4l_streamon","v4l2-mem2mem.c"
"v4l2_m2m_expbuf","2_SubSystem",1,"v4l_stub_expbuf","v4l2-mem2mem.c"
"v4l2_m2m_dqbuf","2_SubSystem",1,"v4l_dqbuf","v4l2-mem2mem.c"
"v4l2_m2m_qbuf","2_SubSystem",1,"v4l_qbuf","v4l2-mem2mem.c"
"v4l2_m2m_querybuf","2_SubSystem",1,"v4l_querybuf","v4l2-mem2mem.c"
"v4l2_m2m_reqbufs","2_SubSystem",1,"v4l_reqbufs","v4l2-mem2mem.c"
"v4l2_m2m_ioctl_expbuf","2_SubSystem",1,"v4l_stub_expbuf","v4l2-mem2mem.c"
"validate_vp9_lf_params","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"v4l2_m2m_ioctl_qbuf","2_SubSystem",1,"v4l_qbuf","v4l2-mem2mem.c"
"__compiletime_assert_510","2_SubSystem",1,"v4l_s_ext_ctrls","objpool.h"
"v4l2_m2m_ioctl_dqbuf","2_SubSystem",1,"v4l_dqbuf","v4l2-mem2mem.c"
"__compiletime_assert_510","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"v4l2_m2m_ioctl_streamon","2_SubSystem",1,"v4l_streamon","v4l2-mem2mem.c"
"v4l2_ctrls_find_req_obj","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-request.c"
"__compiletime_assert_510","2_SubSystem",1,"v4l_s_ext_ctrls","ao-cec.c"
"v4l2_m2m_ioctl_streamoff","2_SubSystem",1,"v4l_streamoff","v4l2-mem2mem.c"
"__compiletime_assert_510","2_SubSystem",1,"v4l_s_ext_ctrls","mc-device.c"
"__compiletime_assert_510","2_SubSystem",1,"v4l_s_ext_ctrls","ao-cec-g12a.c"
"vfree","3_kernel",1,"v4l_reqbufs","vmalloc.h"
"vidioc_enum_framesizes","1_Driver",1,"v4l_stub_enum_framesizes","hantro_v4l2.c"
"vidioc_enum_framesizes","2_SubSystem",1,"v4l_stub_enum_framesizes","hantro_v4l2.c"
"vidioc_enum_fmt_vid_out","1_Driver",1,"v4l_enum_fmt","hantro_v4l2.c"
"vidioc_enum_fmt_vid_out","2_SubSystem",1,"v4l_enum_fmt","hantro_v4l2.c"
"vidioc_enum_fmt_vid_cap","1_Driver",1,"v4l_enum_fmt","hantro_v4l2.c"
"vidioc_enum_fmt_vid_cap","2_SubSystem",1,"v4l_enum_fmt","hantro_v4l2.c"
"vidioc_querycap","1_Driver",1,"v4l_querycap","hantro_v4l2.c"
"vidioc_querycap","2_SubSystem",1,"v4l_querycap","hantro_v4l2.c"
"dma_mapping_error","3_kernel",1,"v4l_qbuf","dma-mapping.h"
"__compiletime_assert_510","2_SubSystem",1,"v4l_s_ext_ctrls","meson-ir.c"
"__compiletime_assert_510","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-compat-ioctl32.c"
"split_page","3_kernel",1,"v4l_reqbufs","mm.h"
"pin_user_pages_fast","3_kernel",1,"v4l_qbuf","mm.h"
"bitmap_zalloc","3_kernel",1,"v4l_reqbufs","bitmap.h"
"bitmap_free","3_kernel",1,"v4l_reqbufs","bitmap.h"
"hanto_postproc_enum_framesizes","1_Driver",1,"v4l_stub_enum_framesizes","hantro_postproc.c"
"hanto_postproc_enum_framesizes","2_SubSystem",1,"v4l_stub_enum_framesizes","hantro_postproc.c"
"bitmap_find_next_zero_area","3_kernel",1,"v4l_reqbufs","bitmap.h"
"put_device","3_kernel",1,"v4l_reqbufs","device.h"
"copy_from_user","3_kernel",1,"v4l_s_ext_ctrls","uaccess.h"
"size_add","3_kernel",1,"v4l_qbuf","overflow.h"
"__setup_offsets","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"copy_to_user","3_kernel",1,"v4l_s_ext_ctrls","uaccess.h"
"size_mul","3_kernel",1,"v4l_qbuf","overflow.h"
"cache_line_size","3_kernel",1,"v4l_qbuf","cache.h"
"kmalloc_array_noprof","3_kernel",1,"v4l_reqbufs","slab.h"
"alloc_pages_noprof","3_kernel",1,"v4l_reqbufs","gfp.h"
"sign_extend64","3_kernel",1,"v4l_qbuf","bitops.h"
"__free_pages","3_kernel",1,"v4l_reqbufs","gfp.h"
"refcount_set","3_kernel",1,"v4l_reqbufs","refcount.h"
"strlen","3_kernel",1,"v4l_s_ext_ctrls","string.h"
"init_buffer_cache_hints","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"vb2_queue_add_buffer","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"v4l_fill_fmtdesc","2_SubSystem",1,"v4l_enum_fmt","v4l2-ioctl.c"
"v4l_sanitize_format","2_SubSystem",1,"v4l_s_fmt","v4l2-ioctl.c"
"v4l_sanitize_colorspace","2_SubSystem",1,"v4l_s_fmt","v4l2-ioctl.c"
"check_ext_ctrls","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ioctl.c"
"v4l2_m2m_force_last_buf_done","2_SubSystem",1,"v4l_qbuf","v4l2-mem2mem.c"
"ioremap","3_kernel",1,"v4l_qbuf","io.h"
"refcount_inc","3_kernel",1,"v4l_stub_expbuf","refcount.h"
"refcount_dec_and_test","3_kernel",1,"v4l_reqbufs","refcount.h"
"v4l2_m2m_cancel_job","2_SubSystem",1,"v4l_streamoff","v4l2-mem2mem.c"
"ERR_CAST","3_kernel",1,"v4l_s_ext_ctrls","err.h"
"v4l_enable_media_source","2_SubSystem",1,"v4l_s_fmt","v4l2-mc.c"
"get_order","3_kernel",1,"v4l_reqbufs","getorder.h"
"dma_map_resource","3_kernel",1,"v4l_qbuf","dma-mapping.h"
"dma_get_sgtable_attrs","3_kernel",1,"v4l_stub_expbuf","dma-mapping.h"
"dma_alloc_noncontiguous","3_kernel",1,"v4l_reqbufs","dma-mapping.h"
"try_set_ext_ctrls","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-api.c"
"try_set_ext_ctrls_common","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-api.c"
"validate_ctrls","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-api.c"
"validate_new","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-api.c"
"class_check","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-api.c"
"prepare_ext_ctrls","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-api.c"
"user_to_new","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-api.c"
"new_to_user","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-api.c"
"ptr_to_user","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-api.c"
"try_set_ext_ctrls_request","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-request.c"
"dma_free_noncontiguous","3_kernel",1,"v4l_reqbufs","dma-mapping.h"
"vb2_queue_remove_buffer","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"__vb2_queue_alloc","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"__vb2_free_mem","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"__vb2_queue_free","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"__buffers_in_use","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"__verify_userptr_ops","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"__verify_mmap_ops","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"__verify_dmabuf_ops","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"set_queue_coherency","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"verify_coherency_flags","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"dma_buf_attach","3_kernel",1,"v4l_qbuf","dma-buf.h"
"dma_buf_export","3_kernel",1,"v4l_stub_expbuf","dma-buf.h"
"dma_buf_fd","3_kernel",1,"v4l_stub_expbuf","dma-buf.h"
"dma_buf_get","3_kernel",1,"v4l_qbuf","dma-buf.h"
"dma_buf_map_attachment_unlocked","3_kernel",1,"v4l_qbuf","dma-buf.h"
"v4l2_buffer_get_timestamp","3_kernel",1,"v4l_qbuf","v4l2-common.h"
"v4l2_is_colorspace_valid","3_kernel",1,"v4l_s_fmt","v4l2-common.h"
"v4l2_is_xfer_func_valid","3_kernel",1,"v4l_s_fmt","v4l2-common.h"
"v4l2_is_ycbcr_enc_valid","3_kernel",1,"v4l_s_fmt","v4l2-common.h"
"v4l2_is_hsv_enc_valid","3_kernel",1,"v4l_s_fmt","v4l2-common.h"
"v4l2_is_quant_valid","3_kernel",1,"v4l_s_fmt","v4l2-common.h"
"v4l2_query_ext_ctrl","2_SubSystem",1,"v4l_query_ext_ctrl","v4l2-ctrls-api.c"
"v4l2_s_ext_ctrls","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-api.c"
"v4l2_ctrl_type_op_validate","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"media_request_get","3_kernel",1,"v4l_qbuf","media-request.h"
"media_request_object_get","3_kernel",1,"v4l_s_ext_ctrls","media-request.h"
"vb2_vmalloc_alloc","2_SubSystem",1,"v4l_reqbufs","videobuf2-vmalloc.c"
"vb2_vmalloc_put","2_SubSystem",1,"v4l_reqbufs","videobuf2-vmalloc.c"
"vb2_vmalloc_get_userptr","2_SubSystem",1,"v4l_qbuf","videobuf2-vmalloc.c"
"vb2_vmalloc_get_dmabuf","2_SubSystem",1,"v4l_stub_expbuf","videobuf2-vmalloc.c"
"vb2_vmalloc_map_dmabuf","2_SubSystem",1,"v4l_qbuf","videobuf2-vmalloc.c"
"vb2_vmalloc_attach_dmabuf","2_SubSystem",1,"v4l_qbuf","videobuf2-vmalloc.c"
"v4l2_m2m_ioctl_reqbufs","2_SubSystem",1,"v4l_reqbufs","v4l2-mem2mem.c"
"__verify_length","2_SubSystem",1,"v4l_qbuf","videobuf2-v4l2.c"
"__copy_timestamp","2_SubSystem",1,"v4l_qbuf","videobuf2-v4l2.c"
"vb2_warn_zero_bytesused","2_SubSystem",1,"v4l_qbuf","videobuf2-v4l2.c"
"vb2_fill_vb2_v4l2_buffer","2_SubSystem",1,"v4l_qbuf","videobuf2-v4l2.c"
"set_buffer_cache_hints","2_SubSystem",1,"v4l_qbuf","videobuf2-v4l2.c"
"vb2_queue_or_prepare_buf","2_SubSystem",1,"v4l_qbuf","videobuf2-v4l2.c"
"__fill_vb2_buffer","2_SubSystem",1,"v4l_qbuf","videobuf2-v4l2.c"
"vb2_set_flags_and_caps","2_SubSystem",1,"v4l_reqbufs","videobuf2-v4l2.c"
"vb2_dma_sg_alloc_compacted","2_SubSystem",1,"v4l_reqbufs","videobuf2-dma-sg.c"
"vb2_dma_sg_alloc","2_SubSystem",1,"v4l_reqbufs","videobuf2-dma-sg.c"
"vb2_dma_sg_put","2_SubSystem",1,"v4l_reqbufs","videobuf2-dma-sg.c"
"vb2_dma_sg_prepare","2_SubSystem",1,"v4l_qbuf","videobuf2-dma-sg.c"
"vb2_dma_sg_get_userptr","2_SubSystem",1,"v4l_qbuf","videobuf2-dma-sg.c"
"vidioc_enum_fmt","1_Driver",1,"v4l_enum_fmt","hantro_v4l2.c"
"vidioc_enum_fmt","2_SubSystem",1,"v4l_enum_fmt","hantro_v4l2.c"
"clear_bit","3_kernel",1,"v4l_reqbufs","instrumented-atomic.h"
"vb2_dma_sg_get_dmabuf","2_SubSystem",1,"v4l_stub_expbuf","videobuf2-dma-sg.c"
"vb2_dma_sg_map_dmabuf","2_SubSystem",1,"v4l_qbuf","videobuf2-dma-sg.c"
"vb2_core_allocated_buffers_storage","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"vb2_core_free_buffers_storage","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"__prepare_mmap","2_SubSystem",1,"v4l_qbuf","videobuf2-core.c"
"__prepare_userptr","2_SubSystem",1,"v4l_qbuf","videobuf2-core.c"
"__prepare_dmabuf","2_SubSystem",1,"v4l_qbuf","videobuf2-core.c"
"__buf_prepare","2_SubSystem",1,"v4l_qbuf","videobuf2-core.c"
"dma_vunmap_noncontiguous","3_kernel",1,"v4l_reqbufs","dma-mapping.h"
"dma_sync_sgtable_for_device","3_kernel",1,"v4l_qbuf","dma-mapping.h"
"sg_next","3_kernel",1,"v4l_qbuf","scatterlist.h"
"flush_kernel_vmap_range","3_kernel",1,"v4l_qbuf","highmem.h"
"__compiletime_assert_514","2_SubSystem",1,"v4l_s_ext_ctrls","highmem.h"
"__compiletime_assert_514","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"__compiletime_assert_514","2_SubSystem",1,"v4l_s_ext_ctrls","ao-cec.c"
"__compiletime_assert_514","2_SubSystem",1,"v4l_s_ext_ctrls","ao-cec-g12a.c"
"__compiletime_assert_514","2_SubSystem",1,"v4l_s_ext_ctrls","cec-adap.c"
"__compiletime_assert_514","2_SubSystem",1,"v4l_s_ext_ctrls","meson-ir.c"
"vb2_dma_sg_attach_dmabuf","2_SubSystem",1,"v4l_qbuf","videobuf2-dma-sg.c"
"vb2_dc_get_contiguous_size","2_SubSystem",1,"v4l_qbuf","videobuf2-dma-contig.c"
"__compiletime_assert_514","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-compat-ioctl32.c"
"__compiletime_assert_518","2_SubSystem",1,"v4l_s_ext_ctrls","highmem.h"
"get_device","3_kernel",1,"v4l_reqbufs","device.h"
"__compiletime_assert_518","2_SubSystem",1,"v4l_s_ext_ctrls","hfi_plat_bufs_v6.c"
"__compiletime_assert_518","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"hantro_postproc_g2_enum_framesizes","1_Driver",1,"v4l_stub_enum_framesizes","hantro_postproc.c"
"hantro_postproc_g2_enum_framesizes","2_SubSystem",1,"v4l_stub_enum_framesizes","hantro_postproc.c"
"__compiletime_assert_518","2_SubSystem",1,"v4l_s_ext_ctrls","ao-cec-g12a.c"
"vb2_dc_prepare","2_SubSystem",1,"v4l_qbuf","videobuf2-dma-contig.c"
"vb2_dc_put","2_SubSystem",1,"v4l_reqbufs","videobuf2-dma-contig.c"
"__compiletime_assert_518","2_SubSystem",1,"v4l_s_ext_ctrls","meson-ir.c"
"__compiletime_assert_518","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-compat-ioctl32.c"
"__compiletime_assert_522","2_SubSystem",1,"v4l_s_ext_ctrls","highmem.h"
"__compiletime_assert_522","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"__compiletime_assert_522","2_SubSystem",1,"v4l_s_ext_ctrls","ao-cec-g12a.c"
"hantro_buf_out_validate","1_Driver",1,"v4l_qbuf","hantro_v4l2.c"
"vb2_dc_alloc_coherent","2_SubSystem",1,"v4l_reqbufs","videobuf2-dma-contig.c"
"vb2_dc_alloc_non_coherent","2_SubSystem",1,"v4l_reqbufs","videobuf2-dma-contig.c"
"hantro_buf_out_validate","2_SubSystem",1,"v4l_qbuf","hantro_v4l2.c"
"__compiletime_assert_522","2_SubSystem",1,"v4l_s_ext_ctrls","meson-ir.c"
"__compiletime_assert_510","2_SubSystem",1,"v4l_s_ext_ctrls","drm_connector.h"
"std_validate_elem","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"std_validate_compound","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"validate_av1_sequence","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"validate_av1_frame","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"validate_av1_film_grain","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"validate_av1_loop_restauration","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"__vb2_wait_for_done_vb","2_SubSystem",1,"v4l_dqbuf","videobuf2-core.c"
"__vb2_get_done_vb","2_SubSystem",1,"v4l_dqbuf","videobuf2-core.c"
"validate_av1_cdef","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"validate_av1_loop_filter","2_SubSystem",1,"v4l_s_ext_ctrls","v4l2-ctrls-core.c"
"hantro_buf_prepare","1_Driver",1,"v4l_qbuf","hantro_v4l2.c"
"hantro_buf_prepare","2_SubSystem",1,"v4l_qbuf","hantro_v4l2.c"
"hantro_buf_plane_check","1_Driver",1,"v4l_qbuf","hantro_v4l2.c"
"vb2_dc_alloc","2_SubSystem",1,"v4l_reqbufs","videobuf2-dma-contig.c"
"vb2_dc_get_base_sgt","2_SubSystem",1,"v4l_stub_expbuf","videobuf2-dma-contig.c"
"vb2_dc_get_dmabuf","2_SubSystem",1,"v4l_stub_expbuf","videobuf2-dma-contig.c"
"vb2_dc_get_userptr","2_SubSystem",1,"v4l_qbuf","videobuf2-dma-contig.c"
"hantro_buf_plane_check","2_SubSystem",1,"v4l_qbuf","hantro_v4l2.c"
"hantro_queue_setup","1_Driver",1,"v4l_reqbufs","hantro_v4l2.c"
"hantro_queue_setup","2_SubSystem",1,"v4l_reqbufs","hantro_v4l2.c"
"vidioc_s_fmt_cap_mplane","1_Driver",1,"v4l_s_fmt","hantro_v4l2.c"
"vidioc_s_fmt_cap_mplane","2_SubSystem",1,"v4l_s_fmt","hantro_v4l2.c"
"vidioc_s_fmt_out_mplane","1_Driver",1,"v4l_s_fmt","hantro_v4l2.c"
"vb2_dc_map_dmabuf","2_SubSystem",1,"v4l_qbuf","videobuf2-dma-contig.c"
"vb2_dc_attach_dmabuf","2_SubSystem",1,"v4l_qbuf","videobuf2-dma-contig.c"
"vb2_create_framevec","2_SubSystem",1,"v4l_qbuf","videobuf2-memops.c"
"vb2_querybuf","2_SubSystem",1,"v4l_querybuf","videobuf2-v4l2.c"
"vb2_reqbufs","2_SubSystem",1,"v4l_reqbufs","videobuf2-v4l2.c"
"vb2_expbuf","2_SubSystem",1,"v4l_stub_expbuf","videobuf2-v4l2.c"
"vb2_streamon","2_SubSystem",1,"v4l_streamon","videobuf2-v4l2.c"
"vb2_streamoff","2_SubSystem",1,"v4l_streamoff","videobuf2-v4l2.c"
"vidioc_s_fmt_out_mplane","2_SubSystem",1,"v4l_s_fmt","hantro_v4l2.c"
"trace_vb2_dqbuf","3_kernel",1,"v4l_dqbuf","vb2.h"
"vb2_dqbuf","2_SubSystem",1,"v4l_dqbuf","videobuf2-v4l2.c"
"trace_vb2_qbuf","3_kernel",1,"v4l_qbuf","vb2.h"
"vb2_ops_wait_prepare","2_SubSystem",1,"v4l_dqbuf","videobuf2-v4l2.c"
"vb2_ops_wait_finish","2_SubSystem",1,"v4l_dqbuf","videobuf2-v4l2.c"
"vb2_qbuf","2_SubSystem",1,"v4l_qbuf","videobuf2-v4l2.c"
"video_drvdata","3_kernel",1,"v4l_querycap","v4l2-dev.h"
"video_device_node_name","3_kernel",1,"v4l_s_ext_ctrls","v4l2-dev.h"
"vb2_core_querybuf","2_SubSystem",1,"v4l_querybuf","videobuf2-core.c"
"vb2_core_reqbufs","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"vb2_core_qbuf","2_SubSystem",1,"v4l_qbuf","videobuf2-core.c"
"vb2_core_dqbuf","2_SubSystem",1,"v4l_dqbuf","videobuf2-core.c"
"vb2_core_streamon","2_SubSystem",1,"v4l_streamon","videobuf2-core.c"
"vb2_core_streamoff","2_SubSystem",1,"v4l_streamoff","videobuf2-core.c"
"vidioc_g_fmt_cap_mplane","1_Driver",1,"v4l_g_fmt","hantro_v4l2.c"
"vidioc_g_fmt_cap_mplane","2_SubSystem",1,"v4l_g_fmt","hantro_v4l2.c"
"vidioc_g_fmt_out_mplane","1_Driver",1,"v4l_g_fmt","hantro_v4l2.c"
"__vb2_buf_mem_alloc","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"__vb2_buf_mem_free","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"vidioc_g_fmt_out_mplane","2_SubSystem",1,"v4l_g_fmt","hantro_v4l2.c"
"vb2_core_expbuf","2_SubSystem",1,"v4l_stub_expbuf","videobuf2-core.c"
"__vb2_buf_userptr_put","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"__vb2_buf_mem_prepare","2_SubSystem",1,"v4l_qbuf","videobuf2-core.c"
"vb2_verify_memory_type","2_SubSystem",1,"v4l_reqbufs","videobuf2-core.c"
"vb2_start_streaming_called","2_SubSystem",1,"v4l_qbuf","videobuf2-core.h"
"media_set_bus_info","3_kernel",1,"v4l_querycap","media-device.h"
"frame_vector_create","2_SubSystem",1,"v4l_qbuf","frame_vector.c"
"get_vaddr_frames","2_SubSystem",1,"v4l_qbuf","frame_vector.c"
"frame_vector_to_pages","2_SubSystem",1,"v4l_qbuf","frame_vector.c"
"vmalloc_user_noprof","3_kernel",1,"v4l_reqbufs","vmalloc.h"
